상품별 수익률 수수료율(납입원금 대비),,,,,,,,,,,,,,,,,,,,,,,,,,
[조회조건],,,,,,,,,,,,,,,,,,,,,,,,,,
권역: ,자산운용[펀드],금융회사: ,,판매여부: ,전체,원금보장: ,전체,수수료구조: ,전체,중도인출: ,전체,연금수령기간: ,전체,작성기준일: ,'25년 3분기,과거비교: ,2024,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
총 2003건,"(단위: 백만원 , %)",,,,,,,,,,,,,,,,,,,,,,,,,
상품명,금융회사,상품유형,최초판매일,판매여부,중도해지,'25년 3분기,,,,'24년,,,,장기 수익률(연평균),,,,장기 수수료율(연평균),,,,,,,,
,,,,,,납입원금,적립금,수익률,수정기준가 수익률,납입원금,적립금,수익률,수정기준가 수익률,3년,5년,7년,10년,3년,5년,7년,10년,,,,,
삼성뉴딜코리아증권투자신탁 1[주식]_C-Pe,삼성액티브자산운용,주식형,2020/11/18,판매,가능,"1,373","1,662",21.64,24.82,"1,665","1,520",-5.57,-3.96,-13.44,,,,0.85,,,,,,,,
한국밸류10년투자연금증권전환형투자신탁 1(주식)종류S-P,한국투자밸류자산운용,주식형,2014/04/22,판매,가능,926,"1,660",54.42,46.71,"1,049","1,181",-9.18,-5.88,-10.19,-0.10,-3.08,-1.55,1.03,1.01,0.97,0.95,,,,,
IBK단기국공채업코리아20증권자투자신탁[채권혼합] 종류 C-P,아이비케이자산운용,혼합채권형,2015/10/07,판매,가능,"1,331","1,655",9.47,8.38,"1,301","1,489",0.95,1.15,1.15,2.54,1.80,,1.09,1.07,1.05,,,,,,
삼성픽테4차산업글로벌디지털증권자투자신탁H[주식-재간접형]C-Pe,삼성자산운용,재간접,2017/08/01,판매,가능,995,"1,651",27.33,21.40,983,"1,407",25.60,23.05,-4.55,1.92,2.10,,0.89,0.94,0.90,,,,,,
신한마음편한TDF2055증권투자신탁[주식혼합-재간접형](종류C-pe),신한자산운용,재간접,2022/09/28,판매,가능,"1,446","1,650",16.45,16.30,507,577,17.66,17.18,,,,,,,,,,,,,
KB주주가치포커스증권투자신탁(주식)C-Pe,케이비자산운용,주식형,2018/06/01,판매,가능,"1,135","1,646",37.54,37.09,"1,305","1,245",-1.77,-0.56,-14.72,-0.91,,,1.19,1.27,,,,,,,
타임폴리오마켓리더증권자투자신탁(주식)종류C-P,타임폴리오자산운용,주식형,2020/12/02,판매,가능,"1,150","1,643",24.87,27.05,"1,242","1,343",-15.56,-8.78,-14.71,2.61,,,1.94,1.58,,,,,,,
미래에셋글로벌그레이트컨슈머연금증권전환형자투자신탁 1(주식)종류S-P,미래에셋자산운용,주식형,2014/07/07,판매,가능,"1,503","1,626",13.19,15.03,"1,651","1,628",18.51,19.31,-4.79,3.56,4.48,5.83,0.94,1.07,1.12,1.13,,,,,
미래에셋인덱스플러스연금증권전환형자투자신탁 1(주식)종류C-e,미래에셋자산운용,주식형,2017/09/25,판매,가능,"1,372","1,625",33.17,39.79,"1,505","1,178",-6.23,-8.97,-6.84,7.63,1.35,,0.41,0.58,0.62,,,,,,
유리필라델피아반도체인덱스증권자투자신탁UH[주식]ClassC-P2,유리자산운용,주식형,2020/12/17,판매,가능,626,"1,618",44.84,26.50,840,"1,580",35.74,30.26,6.78,,,,1.53,,,,,,,,
마이다스글로벌리더스성장주증권자투자신탁(UH)C-Pe1,마이다스에셋자산운용,주식형,2021/09/27,판매,가능,"1,320","1,617",27.21,35.15,"1,229","1,467",42.75,67.74,4.45,,,,1.17,,,,,,,,
삼성EMP글로벌로테이션증권자투자신탁[주식혼합-재간접형]C-Pe,삼성자산운용,재간접,2018/02/19,판매,가능,"1,427","1,614",12.09,12.65,930,"1,011",12.20,12.97,2.85,3.56,,,0.50,0.49,,,,,,,
트러스톤장기고배당연금저축증권자투자신탁[주식]C클래스,트러스톤자산운용,주식형,2014/10/28,판매,가능,667,"1,612",59.27,35.95,666,"1,107",-4.70,-0.42,-7.87,1.93,-0.13,1.83,2.32,2.18,2.00,1.86,,,,,
신한연금저축POP펀드셀렉션증권자투자신탁[주식-재간접형](종류C1),신한자산운용,재간접,2015/08/05,판매,가능,504,"1,609",57.60,27.64,680,"1,420",18.29,11.55,-1.21,6.31,3.53,,1.48,1.37,1.25,,,,,,
한국투자글로벌AI&반도체TOP10증권자투자신탁H(주식)(C-P),한국투자신탁운용,주식형,2023/08/07,판매,가능,"1,055","1,606",38.70,38.22,785,993,32.11,36.95,,,,,,,,,,,,,
우리프랭클린미국인컴증권자투자신탁(주식혼합-재간접형)ClassC-P,우리자산운용,재간접,2013/06/24,판매,가능,"1,060","1,606",3.93,2.72,"1,225","1,685",4.60,3.66,-5.93,0.11,-0.70,0.52,1.20,1.14,1.10,1.05,,,,,
하나글로벌리츠부동산자투자신탁[재간접형]ClassC-P,하나자산운용,부동산,2016/08/18,판매,가능,"1,719","1,601",-5.00,-4.45,"1,898","1,727",-1.45,-0.67,-10.76,-5.02,-2.33,,1.51,1.53,1.54,,,,,,
미래에셋연금아시아퍼시픽소비성장증권자투자신탁 1(주식)종류C-Pe,미래에셋자산운용,주식형,2015/11/26,판매,가능,"1,379","1,599",10.98,11.22,"1,348","1,426",18.34,20.94,1.27,6.27,7.47,6.94,1.13,1.22,1.23,1.07,,,,,
미래에셋라이프사이클2030연금증권전환형자투자신탁 1(주식)종류C-e,미래에셋자산운용,주식형,2017/08/28,판매,가능,"1,232","1,589",32.10,33.00,"1,197","1,099",-2.08,-2.63,-5.79,2.92,0.40,,0.97,1.00,0.98,,,,,,
NH-Amundi중국본토뉴이코노미연금증권자투자신탁H[주식]Class C-P1,엔에이치아문디자산운용,주식형,2016/03/29,판매,가능,729,"1,588",60.70,42.79,892,"1,407",23.30,20.30,-21.21,-9.46,-9.98,,2.40,2.48,2.24,,,,,,
KCGI코리아연금증권전환형자투자신탁 1[주식]종류S-P,케이씨지아이자산운용,주식형,2014/07/15,판매,가능,700,"1,586",78.75,54.60,638,988,13.04,10.92,-4.51,3.80,1.32,1.14,1.14,1.09,0.99,0.95,,,,,
KB연금차이나H인덱스증권자투자신탁(주식-파생형)C-E 클래스,케이비자산운용,파생상품,2015/09/07,판매,가능,"1,484","1,580",19.78,25.41,"1,919","1,635",15.34,24.67,-6.01,-8.71,-8.17,,0.61,0.67,0.71,,,,,,
KB온국민TDF2055증권자투자신탁(주식혼합-재간접형)(H)C-Pe,케이비자산운용,재간접,2021/02/04,판매,가능,"1,335","1,578",14.70,14.53,743,856,15.34,15.93,2.12,,,,0.63,,,,,,,,
KB통중국고배당40증권자투자신탁(채권혼합) C-P 클래스,케이비자산운용,혼합채권형,2016/09/02,판매,가능,"1,576","1,572",9.64,10.57,"1,868","1,683",4.02,4.87,-5.10,-2.25,-1.54,,1.26,1.35,1.34,,,,,,
KCGI코리아스몰캡증권투자신탁[주식]종류S-P,케이씨지아이자산운용,주식형,2015/06/01,판매,가능,698,"1,572",69.01,50.77,789,"1,075",-10.44,-4.51,-10.95,2.12,0.31,,1.20,1.15,1.05,,,,,,
신영베일리기포드글로벌그로스증권자투자신탁(UH)(주식-재간접형)C-P형,신영자산운용,재간접,2023/09/21,판매,가능,"1,232","1,572",33.41,35.31,684,851,35.63,,,,,,,,,,,,,,
다올JP모건글로벌투자적격등급회사채증권자투자신탁(H)[채권-재간접형]종류C-Pe,다올자산운용,재간접,2022/10/20,판매,가능,"1,473","1,570",2.98,2.41,"1,185","1,229",2.87,2.12,,,,,,,,,,,,,
다올글로벌멀티에셋인컴EMP증권자투자신탁[혼합-재간접형](공)종류C-Pe,다올자산운용,재간접,2019/11/20,판매,가능,"1,678","1,569",2.93,3.31,"2,103","1,970",5.51,7.60,-4.49,0.89,,,0.82,0.83,,,,,,,
삼성글로벌배당성장주증권자투자신탁UH[주식]_C-Pe,삼성자산운용,주식형,2022/04/15,판매,가능,"1,349","1,553",8.82,11.49,"1,193","1,352",14.59,21.56,,,,,,,,,,,,,
삼성당신을위한신연금이머징다이나믹증권전환형자투자신탁 1[주식],삼성자산운용,주식형,2008/11/27,판매,가능,455,"1,553",35.28,15.13,637,"1,641",58.65,33.23,-8.28,2.48,2.25,3.11,4.03,3.68,3.29,2.83,,,,,
한국밸류10년투자배당증권투자신탁(채권혼합)종류C-Pe,한국투자밸류자산운용,혼합채권형,2016/05/19,판매,가능,"1,351","1,552",13.15,12.98,853,918,1.31,1.38,-0.69,1.22,1.15,,0.86,0.87,0.85,,,,,,
NH-Amundi글로벌혁신기업증권자투자신탁(UH)[주식]ClassC-P1e(연금저축),엔에이치아문디자산운용,주식형,2019/09/05,판매,가능,"1,225","1,544",17.71,19.74,"1,713","2,030",32.04,38.62,0.37,5.72,,,1.26,1.28,,,,,,,
현대강소기업증권자투자신탁 1[주식]종류S-P,현대자산운용,주식형,2017/07/27,판매,가능,"1,436","1,535",12.37,12.66,"2,081","1,597",-40.22,,-12.11,-7.05,-7.50,,0.77,0.67,0.61,,,,,,
피델리티연금유럽하이일드증권전환형자투자신탁(채권-재간접형)종류C-e,피델리티자산운용,재간접,2013/11/19,판매,가능,"1,302","1,532",6.62,5.98,"1,086","1,260",7.89,7.37,1.74,-0.61,0.75,3.20,0.49,0.49,0.49,0.49,,,,,
한국투자월스트리트투자은행증권투자신탁 1(주식)(C-Pe),한국투자신탁운용,주식형,2017/11/02,판매,가능,"1,210","1,531",20.29,22.08,"1,564","1,704",19.23,22.65,0.78,2.93,0.63,,1.16,1.18,1.16,,,,,,
키움ESG중장기우량채증권자투자신탁 1[채권]C-P,키움투자자산운용,채권형,2013/10/23,판매,가능,"1,359","1,529",3.26,3.41,"1,421","1,555",5.44,5.27,2.12,1.18,2.11,0.43,0.51,0.51,0.51,0.51,,,,,
한국투자골드플랜브릭스연금증권전환형자투자신탁 1(주식)(C),한국투자신탁운용,주식형,2008/05/27,판매,가능,"1,151","1,522",14.06,12.19,"1,311","1,420",9.53,10.66,-3.23,-5.84,-4.72,-1.98,1.71,1.84,1.84,1.75,,,,,
삼성글로벌다이나믹자산배분증권자투자신탁H[주식혼합-재간접형]C-Pe,삼성자산운용,재간접,2018/03/23,판매,가능,"1,390","1,520",4.83,7.00,"1,224","1,282",6.96,8.77,-1.86,-3.35,,,0.92,0.92,,,,,,,
미래에셋달러우량중장기채권증권자투자신탁(UH)(채권)종류C-Pe,미래에셋자산운용,채권형,2019/05/03,판매,가능,"1,244","1,519",12.97,8.92,"1,177","1,432",18.42,14.48,4.57,4.56,,,0.59,0.58,,,,,,,
키움키워드림TDF2035증권투자신탁 1[혼합-재간접형]C-Pe,키움투자자산운용,재간접,2018/07/25,판매,가능,"1,220","1,518",11.65,10.55,"1,295","1,491",14.22,15.14,1.06,4.22,,,0.58,0.57,,,,,,,
삼성아세안플러스베트남증권자투자신탁H[주식-파생형]C-Pe,삼성자산운용,파생상품,2017/07/28,판매,가능,"1,045","1,516",6.09,4.96,"1,244","1,621",19.99,18.70,-1.26,5.64,1.73,,1.71,1.61,1.52,,,,,,
신한스마트인덱스증권자투자신탁 1[주식-파생형]종류C-p,신한자산운용,파생상품,2014/04/23,판매,가능,662,"1,513",56.68,39.28,702,"1,019",-21.54,-10.57,-16.37,-3.35,-4.24,0.97,0.89,0.96,0.89,0.85,,,,,
KB온국민TDF2050증권자투자신탁(주식혼합-재간접형)(H)S-P,케이비자산운용,재간접,2017/08/10,판매,가능,977,"1,510",19.29,14.58,"1,031","1,410",18.39,16.84,2.85,7.01,5.78,,0.53,0.57,0.56,,,,,,
KB연금국내외채권증권전환형자투자신탁(채권) C,케이비자산운용,채권형,2011/10/11,판매,가능,"1,342","1,507",4.52,4.21,"1,342","1,428",0.21,0.31,0.56,-0.58,0.16,0.12,0.95,0.96,0.96,0.96,,,,,
한화LIFEPLUSTDF2045증권투자신탁(혼합-재간접형)J-PE(연금저축),한화자산운용,재간접,2021/03/26,판매,가능,"1,162","1,506",19.09,17.63,"1,126","1,305",17.23,17.75,3.85,,,,0.44,,,,,,,,
피델리티월드Big4증권자투자신탁(주식-재간접형)S-PRS,피델리티자산운용,재간접,2016/01/07,판매,가능,520,"1,504",22.37,8.91,696,"1,527",17.79,10.64,4.95,10.18,9.34,,0.57,0.54,0.49,,,,,,
미래에셋연금팬아시아컨슈머증권자투자신탁 1(주식)종류C-P,미래에셋자산운용,주식형,2015/12/24,판매,가능,"1,357","1,501",17.08,18.21,"1,567","1,467",20.75,23.99,1.81,5.01,6.90,4.82,1.40,1.62,1.70,1.52,,,,,
IBK켄쇼4.0레볼루션증권자투자신탁(H)[주식]종류C-P,아이비케이자산운용,주식형,2018/01/25,판매,가능,"1,790","1,488",19.19,29.40,"2,052","1,472",9.34,15.28,-6.67,0.53,-0.45,,1.00,1.23,1.28,,,,,,
한국밸류글로벌배당인컴증권자투자신탁(주식)(C-Pe),한국투자밸류자산운용,주식형,2019/12/05,판매,가능,"1,194","1,488",18.92,17.69,460,632,21.62,21.12,9.27,13.22,,,1.66,1.56,,,,,,,
NH-Amundie-프리미어인덱스증권자투자신탁 1[주식-파생형]C-P1(연금저축),엔에이치아문디자산운용,파생상품,2014/10/30,판매,가능,602,"1,481",60.17,38.28,814,"1,165",-18.79,-9.54,-17.00,-3.68,-4.51,0.66,0.65,0.65,0.61,0.57,,,,,
다올JP모건글로벌투자적격등급회사채증권자투자신탁(UH)[채권-재간접형]종류C-Pe,다올자산운용,재간접,2023/02/15,판매,가능,"1,426","1,480",8.67,10.82,"1,018","1,091",15.17,17.55,,,,,,,,,,,,,
키움키워드림TDF2045증권투자신탁 1[혼합-재간접형]C-Pe,키움투자자산운용,재간접,2018/07/25,판매,가능,"1,111","1,476",14.16,12.48,"1,288","1,529",16.29,16.84,1.19,4.94,,,0.73,0.73,,,,,,,
KB다이나믹TDF2030증권자투자신탁(주식혼합-재간접형)C-Pe,케이비자산운용,재간접,2021/07/26,판매,가능,"1,219","1,476",12.16,11.43,"1,109","1,244",11.15,11.84,4.49,,,,0.62,,,,,,,,
키움글로벌구독경제증권자투자신탁(H)[주식]ClassC-Pe,키움투자자산운용,주식형,2020/05/07,판매,가능,883,"1,475",43.63,38.17,760,"1,103",38.64,36.87,-4.38,,,,1.34,,,,,,,,
NH-Amundi필승코리아증권투자신탁[주식]ClassS-P1(연금저축),엔에이치아문디자산운용,주식형,2019/08/27,판매,가능,464,"1,474",93.87,50.04,627,"1,037",-37.59,-13.93,-23.73,-3.97,,,0.99,0.92,,,,,,,
미래에셋연금동행TRF성장형혼합자산투자신탁(재간접형)종류C-Pe,미래에셋자산운용,혼합자산,2022/09/02,판매,가능,"1,058","1,464",31.65,18.84,774,946,20.29,17.84,6.29,,,,0.53,,,,,,,,
KB연금국내채권증권전환형자투자신탁(채권) C-E,케이비자산운용,채권형,2016/08/31,판매,가능,"1,360","1,454",3.73,3.86,973,"1,039",5.87,5.85,1.69,1.06,1.65,,0.38,0.39,0.39,,,,,,
피델리티연금아시아증권전환형자투자신탁(주식)종류S,피델리티자산운용,주식형,2014/05/09,판매,가능,207,"1,453",74.39,13.44,491,"1,512",15.31,8.44,-6.70,3.07,4.27,8.68,2.00,1.85,1.66,1.48,,,,,
한국투자연금저축롱텀밸류증권자투자신탁(주식)(C),한국투자신탁운용,주식형,2015/07/10,판매,가능,"1,047","1,452",19.08,17.14,"1,141","1,316",6.51,6.46,0.19,2.93,-0.86,,1.58,1.53,1.50,,,,,,
KB한국대표그룹주증권자투자신탁(주식)C-Pe클래스,케이비자산운용,주식형,2017/11/01,판매,가능,920,"1,451",49.16,44.63,656,757,-5.80,-7.06,-8.00,4.01,1.41,,1.45,1.43,1.34,,,,,,
한화코리아밸류채권증권자투자신탁(채권)종류C-Pe(연금저축),한화자산운용,채권형,2017/09/14,판매,가능,"1,215","1,450",4.84,4.23,"1,165","1,357",5.76,5.49,3.57,2.49,2.56,,0.29,0.29,0.28,,,,,,
삼성누버거버먼미국리츠부동산자투자신탁H[REITs-재간접형]C-Pe,삼성자산운용,부동산,2020/06/23,판매,가능,"1,935","1,450",-11.56,-8.64,"2,669","2,277",-1.42,1.20,-10.50,,,,1.35,,,,,,,,
KB핵심성장자산배분증권자투자신탁(주식혼합)C-Pe,케이비자산운용,혼합주식형,2024/03/12,판매,가능,"1,276","1,448",17.59,20.05,"1,072","1,133",0.00,,,,,,,,,,,,,,
한화LIFEPLUSTDF2040증권자투자신탁(혼합-재간접형)종류C-PE,한화자산운용,재간접,2018/04/04,판매,가능,"1,119","1,440",17.43,15.54,858,"1,045",15.98,16.65,2.49,8.71,,,0.85,0.88,,,,,,,
베어링글로벌하이일드증권자투자신탁[H](채권-재간접형)ClassC-Pe,베어링자산운용,재간접,2019/04/02,판매,가능,"1,351","1,439",5.30,5.60,"1,164","1,187",6.39,6.86,0.68,1.38,,,0.48,0.50,,,,,,,
우리KOSPI200인덱스증권자투자신탁 1(주식)ClassC-P1e,우리자산운용,주식형,2024/01/12,판매,가능,"1,182","1,434",31.66,40.47,209,194,-5.47,,,,,,,,,,,,,,
DB바이오헬스케어증권자투자신탁 1[주식]ClassS-P,디비자산운용,주식형,2015/06/09,판매,가능,702,"1,428",31.22,24.10,"1,036","1,390",14.05,18.98,-1.66,-0.01,-3.52,,1.04,1.09,1.04,,,,,,
알파시나브로멀티에셋증권투자신탁 1[주식혼합]Class-C-P,알파자산운용,혼합주식형,2016/08/30,판매,가능,937,"1,428",21.46,17.03,"1,201","1,478",1.99,1.82,1.80,4.31,3.69,,1.09,1.05,1.04,,,,,,
KB밸류포커스30증권자투자신탁(채권혼합)C-Pe클래스,케이비자산운용,혼합채권형,2016/08/31,판매,가능,"1,283","1,428",14.51,15.84,612,628,3.06,3.20,-2.59,0.21,0.67,,0.84,0.86,0.85,,,,,,
미래에셋그린뉴딜인덱스증권자투자신탁(주식)종류C-Pe,미래에셋자산운용,주식형,2020/12/14,판매,가능,"1,296","1,419",7.47,9.04,"1,499","1,239",-34.69,-27.09,-18.46,-7.95,,,0.78,0.64,,,,,,,
NH-Amundi필승코리아30증권투자신탁[채권혼합]ClassC-P1(연금저축),엔에이치아문디자산운용,혼합채권형,2020/02/14,판매,가능,"1,065","1,417",17.43,15.65,"1,458","1,556",-1.64,-0.98,0.12,,,,0.60,,,,,,,,
KB글로벌대표지수분산증권자투자신탁(주식-재간접형)(UH)C-Pe,케이비자산운용,재간접,2023/07/14,판매,가능,"1,070","1,416",25.06,25.34,"1,043","1,201",25.37,31.94,,,,,,,,,,,,,
우리아티잰글로벌그로스증권자투자신탁[주식_재간접형](H)_ClassP2,우리자산운용,재간접,2020/01/15,판매,가능,"1,028","1,407",3.51,3.04,"1,338","1,661",15.40,14.70,-9.12,0.53,,,1.00,1.00,,,,,,,
KB글로벌AI메타버스테크증권자투자신탁(주식)(H)C-P,케이비자산운용,주식형,2021/09/09,판매,가능,"1,089","1,407",27.02,29.35,"1,240","1,386",25.39,30.20,-5.33,,,,1.41,,,,,,,,
삼성KRX300인덱스증권투자신탁[주식-파생형]C-Pe,삼성자산운용,파생상품,2018/03/23,판매,가능,840,"1,406",40.30,37.64,"1,060","1,098",-14.18,-9.70,-10.82,1.09,,,0.58,0.62,,,,,,,
KB통중국4차산업증권자투자신탁(주식)S-P,케이비자산운용,주식형,2018/05/23,판매,가능,"1,668","1,402",21.91,35.78,"1,817","1,151",5.84,10.53,-19.51,-10.71,,,0.83,1.04,,,,,,,
피델리티연금미국증권전환형자투자신탁(주식-재간접형)종류S,피델리티자산운용,재간접,2014/05/12,판매,가능,349,"1,391",42.56,3.86,"2,489","3,378",38.88,11.41,2.50,11.37,11.11,11.53,0.79,0.74,0.66,0.58,,,,,
우리다같이TDF2035증권투자신탁(혼합-재간접형)ClassC-P1e,우리자산운용,재간접,2020/09/21,판매,가능,"1,257","1,384",12.81,15.24,306,337,13.09,13.94,1.85,,,,0.55,,,,,,,,
IBK베트남플러스아시아증권투자신탁[주식]종류C-Pe,아이비케이자산운용,주식형,2018/05/02,판매,가능,"1,014","1,380",7.11,7.69,"1,000","1,319",22.81,22.16,0.68,9.34,,,1.61,1.58,,,,,,,
삼성ABF코리아장기채권인덱스증권투자신탁[채권](C-P),삼성자산운용,채권형,2016/07/14,판매,가능,"1,455","1,377",-1.59,2.91,"1,841","1,797",4.96,5.49,0.85,-0.74,0.49,,0.53,0.55,0.54,,,,,,
한화에너지인프라MLP특별자산자투자회사(인프라-재간접형) 종류C-P,한화자산운용,특별자산,2014/07/29,판매,가능,"2,003","1,373",12.50,22.59,"2,092","1,401",20.01,40.62,10.27,2.91,-0.21,-4.36,0.81,0.78,0.88,0.98,,,,,
KB미국대표성장주증권자투자신탁(주식)(UH)S-P,케이비자산운용,주식형,2020/07/27,판매,가능,"1,020","1,357",30.92,29.14,664,905,48.61,51.03,10.83,,,,1.28,,,,,,,,
NH-Amundi4차산업혁명30증권투자신탁[채권혼합]Class C-P1e(연금저축),엔에이치아문디자산운용,혼합채권형,2017/08/09,판매,가능,"1,025","1,355",15.23,13.40,"1,216","1,355",2.38,3.03,-1.26,3.03,2.29,,0.61,0.62,0.61,,,,,,
한화LIFEPLUSTDF2040증권자투자신탁(혼합-재간접형)J-PE(연금저축),한화자산운용,재간접,2021/04/13,판매,가능,"1,067","1,353",17.02,15.88,953,"1,103",15.79,16.32,3.15,,,,0.44,,,,,,,,
유경PSG액티브밸류증권투자신탁(주식)ClassC-P1,유경피에스지자산운용,주식형,2016/08/11,판매,가능,704,"1,352",51.34,40.23,730,923,-11.81,-7.01,-13.41,-0.67,-3.55,,1.74,1.75,1.62,,,,,,
KB온국민TDF2055증권자투자신탁(주식혼합-재간접형)(UH)S-P,케이비자산운용,재간접,2020/05/21,판매,가능,957,"1,348",24.57,21.26,867,"1,142",28.31,28.70,10.34,,,,0.52,,,,,,,,
미래에셋인도채권증권자투자신탁 1(채권)종류C-P,미래에셋자산운용,채권형,2017/03/02,판매,가능,"1,302","1,346",5.15,6.22,"1,391","1,553",17.14,16.84,5.77,3.80,3.97,,1.50,1.48,1.46,,,,,,
삼성배당주장기증권투자신탁 1[주식](C-Pe),삼성액티브자산운용,주식형,2017/10/31,판매,가능,945,"1,345",30.58,31.62,"1,067","1,060",-9.84,-6.62,-9.95,1.90,-0.33,,1.27,1.31,1.24,,,,,,
삼성아세안플러스베트남증권자투자신탁H[주식-파생형]_C-P,삼성자산운용,파생상품,2016/09/07,판매,가능,846,"1,339",5.83,4.49,984,"1,399",20.44,18.17,-1.90,4.90,1.36,,2.36,2.19,2.09,,,,,,
한국투자미국배당귀족증권자투자신탁(채권혼합)(C-Pe),한국투자신탁운용,혼합채권형,2021/11/26,판매,가능,"1,237","1,334",1.68,1.47,"1,199","1,255",5.12,5.22,2.13,,,,0.56,,,,,,,,
KB온국민TDF2055증권자투자신탁(주식혼합-재간접형)(H)C-P,케이비자산운용,재간접,2020/05/08,판매,가능,990,"1,333",16.40,14.10,977,"1,190",16.22,15.91,2.11,,,,1.06,,,,,,,,
NH-Amundi하나로TDF2045증권투자신탁[주식혼합-재간접형]ClassC-P1e(연금저축),엔에이치아문디자산운용,재간접,2019/09/26,판매,가능,"1,020","1,324",17.81,15.81,813,986,17.32,17.88,5.62,7.64,,,0.71,0.70,,,,,,,
한국투자TDF알아서2055증권자투자신탁UH(주식혼합-재간접형)(C-Pe),한국투자신탁운용,재간접,2022/04/26,판매,가능,"1,109","1,323",18.50,17.58,870,992,24.02,24.85,,,,,,,,,,,,,
하나FirstClass연금증권자투자신탁 1[채권],하나자산운용,채권형,2007/01/25,판매,가능,968,"1,320",2.90,2.44,"1,095","1,427",5.39,4.41,0.76,-0.27,0.74,0.62,0.93,0.94,0.94,0.97,,,,,
